Lot_Number,Client,Commercial,Client_Sample_ID,Common_Name,Sample_Type,Phylum,Class,Genus,Species,Sample_Form,Region,Town,Site,Analysis_by,Isotopes,ZooMS,AAR,Lipid,DNA,Other_Analysis,Return_Sample,Returned,Return_Date,Archive_Box,Extra_Information,Date_Recieved,
96,0,FALSE,LEGACY,Xiphodon,Tooth/Teeth,Chordata,Mammalia,Xiphodon,,x,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: Xiphodon elephant tooth, Sample From: Qi, Date Excavated: 2000",,
97,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Eobania,vermiculata,1,,Gibraltar,VAN-U-97 (317),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: CS, Date Excavated: 2000",,
98,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Eobania,vermiculata,9,,Gibraltar,VAN 98 (350),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: CS, Date Excavated: 2000",,
99,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Eobania,vermiculata,8,,Gibraltar,VAN-U-97 (393),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: CS, Date Excavated: 2000",,
100,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Eobania,vermiculata,1,,Gibraltar,GOR 98 III (98),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: CS, Date Excavated: 2000",,
101,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Eobania,vermiculata,2,,Gibraltar,GOR II/III 97 (268),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: CS, Date Excavated: 2000",,
102,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,2,,Gibraltar-Vanguards Cave,VAN-U-97 (40),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
103,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-U-97 (84),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
104,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-U-97 (68),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
105,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-S-97 (172),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
106,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-S-97 (379),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
107,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-S-97 (380),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
108,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-U-97 (47),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
109,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-S-97 (379),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
110,0,FALSE,LEGACY,Rayed,Shell,Mollusca,Gastropoda,Patella,caerulea,1,,Gibraltar-Vanguards Cave,VAN-S-97 (380),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Linne 1758 - Linne 1758, Sample From: CS, Date Excavated: 2000",,
111,0,FALSE,LEGACY,Limpet,Shell,Mollusca,Bivalvia,Patella,ulyssiponensis,1,,Gibraltar-Vanguards Cave,VAN-U-97 (38),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Gmelin 1791 - Gmelin 1791, Sample From: CS, Date Excavated: 2000",,
112,0,FALSE,LEGACY,Limpet,Shell,Mollusca,Bivalvia,Patella,ulyssiponensis,2,,Gibraltar-Gorham's Cave,GOR II/III 97 (270),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Gmelin 1791 - Gmelin 1791, Sample From: CS, Date Excavated: 2000",,
113,0,FALSE,LEGACY,Limpet,Shell,Mollusca,Bivalvia,Patella,ulyssiponensis,1,,Gibraltar-Gorham's Cave,GOR.3.98 (90),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Gmelin 1791 - Gmelin 1791, Sample From: CS, Date Excavated: 2000",,
114,0,FALSE,LEGACY,Limpet,Shell,Mollusca,Bivalvia,Patella,ulyssiponensis,1,,Gibraltar-Gorham's Cave,GOR II/III 97 (27),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: - Gmelin 1791 - Gmelin 1791, Sample From: CS, Date Excavated: 2000",,
115,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Muge,1: 1064-1066cm core 11,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
116,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Muge,2: 1073-1076cm core 11,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
117,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Muge,3: 700-710cm core 12,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
118,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Muge,4: 830-840cm core 12,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
119,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Muge,5: 960-970cm core 12,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
120,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Magos,6: 410-420cm core MAGT3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
121,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Magos,7: 460-470cm core MAGT3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
122,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Magos,8: 560-570cm core MAGT3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
123,0,FALSE,LEGACY,Peppery Furrow Shell,Shell,Mollusca,Bivalvia,Scrobicularia,plana,1,,Magos,9: 322-325cm core MAGT4,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: TvdS, Date Excavated: 2000",,
124,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,,,~30,,Loch Ness,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: Adrian Shine, Date Excavated: 2000",,
125,0,FALSE,LEGACY,Human,Unknown,Chordata,Mammalia,Homo,sapiens,21,,Kiel-heating experiments,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: Steffi Ritz-Timme, Date Excavated: 2000",,
126,0,FALSE,LEGACY,N/A,Pottery,,,,,8,,Ol,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: pot sherds, Sample From: Ol Craig, Date Excavated: 2000",,
127,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,x,,Latton,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,Date Excavated: 2000,,
128,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Pupilla,muscorum,x,,Cassington 058,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,Date Excavated: 2000,,
129,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,x,,Purfleet 100,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,Date Excavated: 2000,,
130,0,FALSE,LEGACY,Snail,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,x,,Purfleet 102,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata, Date Excavated: 2000",,
131,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,x,,Thorn Hill Farm Pit,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,Date Excavated: 2000,,
132,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,x,,Stanton Harcourt,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,Date Excavated: 2000,,
133,0,FALSE,LEGACY,Snail,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,x,,Purfleet 042,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata, Date Excavated: 2000",,
134,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,x,,Purfleet 042,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,Date Excavated: 2000,,
135,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,x,,Cassington 060,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,Date Excavated: 2000,,
136,0,FALSE,LEGACY,Snail,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,x,,Cassington 060,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata, Date Excavated: 2000",,
137,0,FALSE,LEGACY,Snail,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,x,,Purfleet 100,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata, Date Excavated: 2000",,
138,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,,,10,,Norsminde-layer 9(Mesolithic),,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: Cockle, Date Excavated: 2000",,
139,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,,,10,,Norsminde-layer 3(Neolithic),,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: Cockle, Date Excavated: 2000",,
140,0,FALSE,LEGACY,N/A,Speleothem,,,,,1,,Vil.stm9,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: - Jen - Jen, Sample From: Dominique Genty, Date Excavated: 2000",,
141,0,FALSE,LEGACY,Clam,Shell,Mollusca,Bivalvia,Circenita,callipyga,2,,Kuwait H3,3030,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: Circenita callipyga, Sample From: RC, Date Excavated: 2001",,
142,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Lunella,coronata,5,,Kuwait H3,3030,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
143,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Lunella,coronata,4,,Kuwait H3,3019,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
144,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Lunella,coronata,4,,Kuwait H3,3027,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
145,0,FALSE,LEGACY,Oyster,Shell,Mollusca,Bivalvia,Pinctada,radiata,2,,Kuwait H3,3030,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
146,0,FALSE,LEGACY,Oyster,Shell,Mollusca,Bivalvia,Pinctada,radiata,4,,Kuwait H3,3019,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
147,0,FALSE,LEGACY,Oyster,Shell,Mollusca,Bivalvia,Pinctada,radiata,4,,Kuwait H3,3027,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
148,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Spondylus,,3,,Kuwait H3,3030,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
149,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Spondylus,,2,,Kuwait H3,3019,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
150,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Spondylus,,3,,Kuwait H3,3027,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
151,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Strombus,persicus,4,,Kuwait H3,3030,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
152,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Strombus,persicus,5,,Kuwait H3,3019,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
153,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Strombus,persicus,4,,Kuwait H3,3027,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: RC, Date Excavated: 2001",,
154,0,FALSE,LEGACY,Cattle,Bone,Chordata,Mammalia,Bos,taurus,10,,heating experiments,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: bovine bone-collagen fraction, Sample From: Steffi Ritz-Timme, Date Excavated: 2000",,
155,0,FALSE,LEGACY,Cattle,Bone,Chordata,Mammalia,Bos,taurus,11,,heating experiments,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: bovine bone-total bone fraction, Sample From: Steffi Ritz-Timme, Date Excavated: 2000",,
156,0,FALSE,LEGACY,Cattle,Bone,Chordata,Mammalia,Bos,taurus,10,,heating experiments,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: bovine bone-non-collagen fraction, Sample From: Steffi Ritz-Timme, Date Excavated: 2000",,
157,0,FALSE,LEGACY,Cattle,Bone,Chordata,Mammalia,Bos,taurus,9,,heating experiments,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: bovine bone-leached fraction, Sample From: Steffi Ritz-Timme, Date Excavated: 2000",,
158,0,FALSE,LEGACY,Cattle,Bone,Chordata,Mammalia,Bos,taurus,37,,heating experiments,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: bovine bone-CNBr-cleaved fraction, Sample From: Steffi Ritz-Timme, Date Excavated: 2000",,
159,0,FALSE,LEGACY,N/A,Speleothem,,,,,1,,Grotte de Villars-Dordogne,45.30'N 0.50'E 175m alt,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: speleothem 9, Sample From: Dominique Genty, Date Excavated: 2000",,
160,0,FALSE,LEGACY,N/A,Speleothem,,,,,1,,Grotte de Villars-Dordogne,45.30'N 0.50'E 175m alt,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: speleothem 1A, Sample From: Dominique Genty, Date Excavated: 2000",,
161,0,FALSE,LEGACY,N/A,Speleothem,,,,,1,,Grotte de Villars-Dordogne,45.30'N 0.50'E 175m alt,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: speleothem 1, Sample From: Dominique Genty, Date Excavated: 2000",,
162,0,FALSE,LEGACY,N/A,Speleothem,,,,,1,,Grotte de Villars-Dordogne,45.30'N 0.50'E 175m alt,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: speleothem 11, Sample From: Dominique Genty, Date Excavated: 2000",,
163,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 27-old level 3,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
164,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 7(E7)-old level 23-sample 13(&23 or B?),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
165,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 16-sample B-old level 14,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
166,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 9-old level 11-sample E,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
167,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 27-old level 3 (lower),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
168,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 10-old level 20 (8),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 1976",,
169,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 5-old level 23.2 (cleaned),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 1976",,
170,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 28-old level 2.1 sq G.10,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
171,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 30.1 sq. E9-old level 1.1-cleaned,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
172,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 9-old level 21,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
173,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,1,,La Riera,new level 18-old level 12-cleaned,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
174,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 15,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
175,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,3,,La Riera,new level 14,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
176,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 26-old level 41,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
177,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 29-old level 2-cleaned,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
178,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 8-old level 22-sample B,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
179,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 12-old level 18-cleaned,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
180,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 14-old level 16-cleaned,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
181,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 6-old level 23-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 1976",,
182,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 11-old level 19 (all) 7/5 E9,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 1977",,
183,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 13-old level 17,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
184,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 27-old level 3-cleaned,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
185,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,2,,La Riera,new level 19-old level 11-sample B,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 2000",,
186,0,FALSE,LEGACY,Mollusc,Shell,Mollusca,Bivalvia,Patella,,1,,La Riera,new level 14-old level 16 TOP-square E5,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: MH, Date Excavated: 1976",,
187,0,FALSE,LEGACY,Unknown,Unknown,,,,,14,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: Vera's, Sample From: VJ, Date Excavated: 2000",,
188,0,FALSE,LEGACY,Human,Bone,Chordata,Mammalia,Homo,sapiens,50odd??,,Neresheim,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: KPr, Date Excavated: 2000",,
189,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Planorbis,planorbis,5,,Lynford,<30-198> 40-50cm,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: DK, Date Excavated: 2000",,
190,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Planorbis,planorbis,6,,Lynford,<30-228> [01],0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: DK, Date Excavated: 2000",,
191,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Pupilla,muscorum,8,,Lynford,<30-231> [10],0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: DK, Date Excavated: 2000",,
